,name,rating
0,LeBron James,98
1,Dwyane Wade,96
2,Kobe Bryant,94
3,Chris Paul,93
4,Dwight Howard,93
5,Derrick Rose,92
6,Kevin Durant,92
7,Carmelo Anthony,91
8,Deron Williams,90
9,Amare Stoudemire,88
10,Russell Westbrook,88
11,Rudy Gay,86
12,Pau Gasol,86
13,Andre Iguodala,85
14,Rajon Rondo,85
15,Blake Griffin,85
16,Dirk Nowitzki,85
17,Manu Ginobili,85
18,Joe Johnson,84
19,Josh Smith,84
20,Tim Duncan,84
21,Steve Nash,84
22,Stephen Jackson,83
23,Kevin Garnett,83
24,Zach Randolph,83
25,Gerald Wallace,83
26,LaMarcus Aldridge,83
27,Monta Ellis,83
28,Joakim Noah,82
29,Paul Pierce,82
30,Eric Gordon,82
31,John Wall,82
32,Al Jefferson,81
33,Caron Butler,81
34,Danny Granger,81
35,Kevin Love,81
36,Ray Allen,80
37,Al Horford,80
38,Chris Bosh,80
39,Paul Millsap,80
40,Tyreke Evans,80
41,Tony Parker,80
42,Grant Hill,80
43,Stephen Curry,80
44,Jrue Holiday,79
45,Chauncey Billups,79
46,Andrew Bynum,79
47,Kevin Martin,79
48,David Lee,79
49,Brandon Jennings,78
50,Andrew Bogut,78
51,Jamal Crawford,78
52,Devin Harris,78
53,Lamar Odom,78
54,Shawn Marion,78
55,Michael Beasley,78
56,Brandon Roy,78
57,Elton Brand,77
58,Luol Deng,77
59,Carlos Boozer,77
60,OJ Mayo,77
61,Shane Battier,77
62,Gilbert Arenas,77
63,Jason Kidd,77
64,Ty Lawson,77
65,Nenê,77
66,Tayshaun Prince,77
67,Luis Scola,77
68,Mike Conley,77
69,Chris Kaman,76
70,Jason Terry,76
71,Brook Lopez,76
72,JR Smith,76
73,Kenyon Martin,76
74,Richard Hamilton,76
75,Kyle Lowry,76
76,Vince Carter,76
77,Darren Collison,75
78,Serge Ibaka,75
79,Raymond Felton,75
80,Louis Williams,74
81,Thaddeus Young,74
82,Corey Maggette,74
83,Antawn Jamison,74
84,David West,74
85,Marcus Thornton,74
86,JJ Hickson,74
87,Jameer Nelson,74
88,Paul George,74
89,Rodney Stuckey,74
90,Ben Gordon,74
91,Nate Robinson,74
92,James Harden,74
93,Nicolas Batum,74
94,Dorell Wright,74
95,Rashard Lewis,74
96,Maurice Williams,74
97,Hidayet Turkoglu,74
98,Tyrus Thomas,73
99,Taj Gibson,73
100,Baron Davis,73
101,Marc Gasol,73
102,Emeka Okafor,73
