,name,rating
0,LeBron James,98
1,Kevin Durant,97
2,James Harden,96
3,Stephen Curry,95
4,Giannis Antetokounmpo,94
5,Anthony Davis,94
6,Kawhi Leonard,94
7,Kyrie Irving,93
8,Russell Westbrook,93
9,Karl-Anthony Towns,91
10,DeMarcus Cousins,90
11,Joel Embiid,90
12,Damian Lillard,90
13,Chris Paul,90
14,Jimmy Butler,89
15,DeMar DeRozan,89
16,Paul George,89
17,Nikola Jokic,89
18,Klay Thompson,89
19,John Wall,89
20,LaMarcus Aldridge,88
21,Gordon Hayward,88
22,Victor Oladipo,88
23,Kristaps Porzingis,88
24,Bradley Beal,87
25,Devin Booker,87
26,Andre Drummond,87
27,Rudy Gobert,87
28,Draymond Green,87
29,CJ McCollum,87
30,Donovan Mitchell,87
31,Ben Simmons,87
32,Jayson Tatum,87
33,Blake Griffin,86
34,Al Horford,86
35,DeAndre Jordan,86
36,Kevin Love,86
37,Kemba Walker,86
38,Marc Gasol,85
39,Jrue Holiday,85
40,Kyle Lowry,85
41,Hassan Whiteside,85
42,Steven Adams,84
43,Jaylen Brown,84
44,Clint Capela,84
45,Goran Dragic,84
46,Khris Middleton,84
47,Mike Conley,83
48,Gary Harris,83
49,D'Angelo Russell,83
50,Harrison Barnes,82
51,Aaron Gordon,82
52,Tobias Harris,82
53,Brandon Ingram,82
54,Lauri Markkanen,82
55,Paul Millsap,82
56,Jonas Valanciunas,82
57,Louis Williams,82
58,Eric Bledsoe,81
59,Eric Gordon,81
60,Dwight Howard,81
61,Jamal Murray,81
62,Jabari Parker,81
63,Otto Porter,81
64,Dennis Schroeder,81
65,Nikola Vucevic,81
66,Andrew Wiggins,81
67,Tyreke Evans,80
68,Kyle Kuzma,80
69,Zach LaVine,80
70,Julius Randle,80
71,Isaiah Thomas,80
72,Myles Turner,80
73,TJ Warren,80
74,Carmelo Anthony,79
75,Deandre Ayton,79
76,Lonzo Ball,79
77,Will Barton,79
78,Bojan Bogdanovic,79
79,Malcolm Brogdon,79
80,Willie Cauley-Stein,79
81,John Collins,79
82,Darren Collison,79
83,Robert Covington,79
84,Spencer Dinwiddie,79
85,Luka Doncic,79
86,Derrick Favors,79
87,Evan Fournier,79
88,Pau Gasol,79
89,Buddy Hield,79
90,Serge Ibaka,79
91,Joe Ingles,79
92,Reggie Jackson,79
93,Enes Kanter,79
94,Brook Lopez,79
95,Nikola Mirotic,79
96,Jusuf Nurkic,79
97,Bobby Portis,79
98,Taurean Prince,79
99,JJ Redick,79
100,Rajon Rondo,79
101,Terry Rozier,79
102,Ricky Rubio,79
103,Domantas Sabonis,79
104,Dario Saric,79
105,Jeff Teague,79
106,Dwyane Wade,79
107,Bam Adebayo,78
108,Jarrett Allen,78
109,Trevor Ariza,78
110,Marvin Bagley,78
111,Patrick Beverley,78
112,Kris Dunn,78
113,De'Aaron Fox,78
114,Rudy Gay,78
115,Tim Hardaway Jr,78
116,Rondae Hollis-Jefferson,78
117,Jaren Jackson Jr,78
118,Jeremy Lamb,78
119,Jeremy Lin,78
