,name,rating
0,LeBron James,96
1,Stephen Curry,94
2,Kevin Durant,93
3,Kawhi Leonard,93
4,Russell Westbrook,93
5,Chris Paul,91
6,DeMarcus Cousins,90
7,Anthony Davis,90
8,Draymond Green,90
9,James Harden,90
10,Klay Thompson,90
11,Paul George,89
12,Kyrie Irving,89
13,Damian Lillard,89
14,LaMarcus Aldridge,88
15,Carmelo Anthony,88
16,Jimmy Butler,88
17,Karl-Anthony Towns,88
18,John Wall,88
19,DeMar DeRozan,87
20,Andre Drummond,87
21,Blake Griffin,87
22,Dwyane Wade,87
23,Chris Bosh,86
24,Kyle Lowry,86
25,Paul Millsap,86
26,Lance Stephenson,86
27,Eric Bledsoe,85
28,Mike Conley,85
29,Derrick Favors,85
30,Marc Gasol,85
31,Al Horford,85
32,DeAndre Jordan,85
33,Isaiah Thomas,85
34,Kemba Walker,85
35,Hassan Whiteside,85
36,Pau Gasol,84
37,Gordon Hayward,84
38,Dwight Howard,84
39,Dirk Nowitzki,84
40,Giannis Antetokounmpo,83
41,CJ McCollum,83
42,Avery Bradley,82
43,Reggie Jackson,82
44,Kevin Love,82
45,Jonas Valanciunas,82
46,Andrew Wiggins,82
47,Steven Adams,81
48,Jae Crowder,81
49,Rudy Gobert,81
50,Andre Iguodala,81
51,Brook Lopez,81
52,Khris Middleton,81
53,Kristaps Porzingis,81
54,Rajon Rondo,81
55,Tristan Thompson,81
56,Kenneth Faried,80
57,Danilo Gallinari,80
58,Rudy Gay,80
59,Rodney Hood,80
60,Tony Parker,80
61,Zach Randolph,80
62,Derrick Rose,80
63,Nikola Vucevic,80
64,Ryan Anderson,79
65,Harrison Barnes,79
66,Nicolas Batum,79
67,Bradley Beal,79
68,Kentavious Caldwell-Pope,79
69,Tyreke Evans,79
70,Manu Ginobili,79
71,Marcin Gortat,79
72,Jrue Holiday,79
73,Serge Ibaka,79
74,Al Jefferson,79
75,Nikola Jokic,79
76,Enes Kanter,79
77,Michael Kidd-Gilchrist,79
78,Greg Monroe,79
79,Jahlil Okafor,79
80,Victor Oladipo,79
81,Chandler Parsons,79
82,D'Angelo Russell,79
83,Ben Simmons,79
84,Jeff Teague,79
85,Thaddeus Young,79
86,Tony Allen,78
87,Will Barton,78
88,Kent Bazemore,78
89,Devin Booker,78
90,Luol Deng,78
91,Goran Dragic,78
92,Evan Fournier,78
93,Tobias Harris,78
94,Brandon Ingram,78
95,Brandon Knight,78
96,Zach LaVine,78
97,Wesley Matthews,78
98,Jabari Parker,78
99,Mason Plumlee,78
100,JJ Redick,78
101,Dennis Schroeder,78
102,Myles Turner,78
103,Marvin Williams,78
104,Al-Farouq Aminu,77
105,Trevor Ariza,77
106,Bismack Biyombo,77
107,Andrew Bogut,77
108,Alec Burks,77
109,Clint Capela,77
110,Jordan Clarkson,77
111,Darren Collison,77
112,Jamal Crawford,77
113,Ed Davis,77
114,Gorgui Dieng,77
115,Kris Dunn,77
116,Monta Ellis,77
117,Joel Embiid,77
118,Eric Gordon,77
119,Joe Johnson,77
120,Robin Lopez,77
121,Joakim Noah,77
122,Nerlens Noel,77
123,Julius Randle,77
124,Ricky Rubio,77
125,JR Smith,77
126,Jared Sullinger,77
127,Evan Turner,77
128,Louis Williams,77
129,Justise Winslow,77
130,Arron Afflalo,76
131,Jose Juan Barea,76
132,Patrick Beverley,76
133,Bojan Bogdanovic,76
134,DeMarre Carroll,76
135,Wilson Chandler,76
136,Robert Covington,76
137,Jared Dudley,76
138,Festus Ezeli,76
139,Taj Gibson,76
140,Aaron Gordon,76
141,Jeff Green,76
142,Danny Green,76
143,Gary Harris,76
144,John Henson,76
145,Nenê,76
146,George Hill,76
147,Jordan Hill,76
148,Amir Johnson,76
149,Kyle Korver,76
150,Courtney Lee,76
151,Jeremy Lin,76
152,Shaun Livingston,76
153,Ian Mahinmi,76
154,CJ Miles,76
155,Nikola Mirotic,76
156,Marcus Morris,76
157,Markieff Morris,76
158,Emmanuel Mudiay,76
159,Kyle O'Quinn,76
160,Kelly Olynyk,76
161,Zaza Pachulia,76
162,Patrick Patterson,76
163,Otto Porter,76
164,Marcus Smart,76
165,Mirza Teletovic,76
166,TJ Warren,76
167,Deron Williams,76
168,Brandan Wright,76
169,Cody Zeller,76
170,Darrell Arthur,75
171,Omer Asik,75
172,Aron Baynes,75
173,Michael Beasley,75
174,Michael Carter-Williams,75
175,Allen Crabbe,75
176,Matthew Dellavedova,75
177,Buddy Hield,75
178,Ersan Ilyasova,75
179,Brandon Jennings,75
180,Stanley Johnson,75
181,Tyler Johnson,75
182,Cory Joseph,75
183,Joffrey Lauvergne,75
184,Alex Len,75
185,Jon Leuer,75
186,Boban Marjanovic,75
187,Patrick Mills,75
188,Timofey Mozgov,75
189,Jamal Murray,75
190,Larry Nance Jr,75
191,Jusuf Nurkic,75
192,Elfrid Payton,75
193,Josh Richardson,75
194,Terrence Ross,75
195,Dario Saric,75
196,Thabo Sefolosha,75
197,Ishmael Smith,75
198,Marreese Speights,75
199,Tiago Splitter,75
200,PJ Tucker,75
201,David West,75
202,Cole Aldrich,74
203,Kyle Anderson,74
204,Matt Barnes,74
205,Brandon Bass,74
206,Jerryd Bayless,74
207,Jaylen Brown,74
208,Jose Calderon,74
209,Vince Carter,74
210,Tyson Chandler,74
211,Dewayne Dedmon,74
212,Boris Diaw,74
213,Dante Exum,74
214,Raymond Felton,74
215,Channing Frye,74
216,Kevin Garnett,74
217,Gerald Henderson,74
218,Mario Hezonja,74
219,Roy Hibbert,74
220,Solomon Hill,74
221,Jarrett Jack,74
222,Richard Jefferson,74
223,Terrence Jones,74
224,Frank Kaminsky,74
225,Kosta Koufos,74
226,Jeremy Lamb,74
227,David Lee,74
228,Shelvin Mack,74
229,Doug McDermott,74
230,Jodie Meeks,74
231,E'Twaun Moore,74
232,Donatas Motiejunas,74
233,Nikola Pekovic,74
234,Quincy Pondexter,74
235,Bobby Portis,74
236,Dwight Powell,74
237,Norman Powell,74
238,Austin Rivers,74
239,Andre Roberson,74
240,Sergio Rodriguez,74
241,Luis Scola,74
242,Ramon Sessions,74
243,Iman Shumpert,74
244,Rodney Stuckey,74
245,Garrett Temple,74
246,Jeff Withey,74
247,Yi Jianlian,74
248,Tyler Zeller,74
249,Alexis Ajinca,73
250,Chris Andersen,73
251,DJ Augustin,73
252,Leandro Barbosa,73
253,Trevor Booker,73
254,Corey Brewer,73
255,Aaron Brooks,73
256,Trey Burke,73
257,Omri Casspi,73
258,Mike Dunleavy,73
259,Jerami Grant,73
260,Gerald Green,73
261,JaMychal Green,73
262,Devin Harris,73
263,Kris Humphries,73
264,Joe Ingles,73
265,Jonas Jerebko,73
266,Wesley Johnson,73
267,Mindaugas Kuzminskas,73
268,Ty Lawson,73
269,Luc Mbah a Moute,73
270,TJ McConnell,73
271,Salah Mejri,73
272,Anthony Morrow,73
273,Shabazz Muhammad,73
274,Raul Neto,73
275,Andrew Nicholson,73
276,Cameron Payne,73
277,Paul Pierce,73
278,Miles Plumlee,73
279,Mike Scott,73
280,Jason Smith,73
281,Marcus Thornton,73
282,Anderson Varejao,73
283,Dion Waiters,73
284,Derrick Williams,73
285,Maurice Williams,73
286,Quincy Acy,72
287,Lavoy Allen,72
288,Justin Anderson,72
289,Marco Belinelli,72
290,Dragan Bender,72
291,Nemanja Bjelica,72
292,Isaiah Canaan,72
293,Willie Cauley-Stein,72
294,Nick Collison,72
295,Seth Curry,72
296,Wayne Ellington,72
297,Archie Goodwin,72
298,Jerian Grant,72
299,Moe Harkless,72
300,Spencer Hawes,72
301,Rondae Hollis-Jefferson,72
302,Marcelo Huertas,72
303,James Johnson,72
304,Meyers Leonard,72
305,Trey Lyles,72
306,JaVale McGee,72
307,Ben McLemore,72
308,Mike Muscala,72
309,Jameer Nelson,72
310,Steve Novak,72
311,Brian Roberts,72
312,Brandon Rush,72
313,Tomas Satoransky,72
314,Tony Snell,72
315,Lance Thomas,72
316,Hollis Thompson,72
317,Beno Udrih,72
318,Denzel Valentine,72
319,CJ Watson,72
320,Marquese Chriss,71
321,Ian Clark,71
322,Dante Cunningham,71
323,James Ennis,71
324,Randy Foye,71
325,Langston Galloway,71
326,Tim Hardaway Jr,71
327,Tyus Jones,71
328,Sean Kilpatrick,71
329,Caris LeVert,71
330,Thon Maker,71
331,Ray McCallum,71
332,Josh McRoberts,71
333,Jordan Mickey,71
334,Jakob Poeltl,71
335,Pablo Prigioni,71
336,Taurean Prince,71
337,Terry Rozier,71
338,Domantas Sabonis,71
339,Kyle Singler,71
340,Jason Terry,71
341,Greivis Vasquez,71
342,Joseph Young,71
343,Alex Abrines,70
344,Anthony Bennett,70
345,Davis Bertans,70
346,Tarik Black,70
347,Malcolm Brogdon,70
348,Reggie Bullock,70
349,Troy Daniels,70
350,Sam Dekker,70
351,Henry Ellenson,70
352,Tyler Ennis,70
353,Jeremy Evans,70
354,Cristiano Felicio,70
355,Tim Frazier,70
356,Alonzo Gee,70
357,Montrezl Harrell,70
358,Udonis Haslem,70
359,Justin Holiday,70
360,Richaun Holmes,70
361,Skal Labissiere,70
362,Kevon Looney,70
363,Patrick McCaw,70
364,Jordan McRae,70
365,Mike Miller,70
366,Dejounte Murray,70
367,Shabazz Napier,70
368,Kelly Oubre,70
369,Georgios Papagiannis,70
370,Willie Reed,70
371,Glenn Robinson III,70
372,Jonathon Simmons,70
373,Anthony Tolliver,70
374,Noah Vonleh,70
375,Alan Williams,70
376,Nick Young,70
377,Alan Anderson,69
378,Luke Babbitt,69
379,Wade Baldwin,69
380,Malik Beasley,69
381,DeAndre Bembry,69
382,Anthony Brown,69
383,Pat Connaughton,69
384,Deyonta Davis,69
385,Kay Felder,69
386,Justin Hamilton,69
387,AJ Hammons,69
388,Willy Hernangomez,69
389,Josh Huestis,69
390,Livio Jean-Charles,69
391,John Jenkins,69
392,Brice Johnson,69
393,James Jones,69
394,Timothe Luwawu,69
395,Jarell Martin,69
396,Chris McCullough,69
397,Maurice Ndour,69
398,Lucas Nogueira,69
399,Adreian Payne,69
400,Ronnie Price,69
401,Malachi Richardson,69
402,Nik Stauskas,69
403,Tyler Ulis,69
404,Rashad Vaughn,69
405,Sasha Vujacic,69
406,Delon Wright,69
407,Jordan Adams,68
408,Michael Gbinije,68
409,Jonathan Gibson,68
410,Joe Harris,68
411,Andrew Harrison,68
412,Juan Hernangomez,68
413,Darrun Hilliard,68
414,Damian Jones,68
415,Jake Layman,68
416,James Michael McAdoo,68
417,KJ McDaniels,68
418,Georges Niang,68
419,David Nwaba,68
420,Isaiah Whitehead,68
421,CJ Wilcox,68
422,Christian Wood,68
423,Paul Zipser,68
424,Joel Bolomboy,67
425,Cheick Diallo,67
426,Spencer Dinwiddie,67
427,Chinanu Onuaku,67
428,Pascal Siakam,67
429,Walter Tavares,67
430,James Young,67
431,Stephen Zimmerman,67
432,Ivica Zubac,67
433,Bruno Caboclo,66
434,Rakeem Christmas,66
435,Jarell Eddie,66
436,Marshall Plumlee,66
437,Damjan Rudez,66
438,Diamond Stone,66
439,Elliot Williams,66
440,Treveon Graham,65
441,Aaron Harrison,65
442,Danuel House,65
443,RJ Hunter,65
