,name,rating
0,LeBron James,99
1,Kevin Durant,95
2,Chris Paul,94
3,Carmelo Anthony,93
4,Kobe Bryant,93
5,Derrick Rose,92
6,Dwyane Wade,91
7,Dwight Howard,90
8,Russell Westbrook,90
9,Kyrie Irving,89
10,Rajon Rondo,89
11,Stephen Curry,88
12,James Harden,88
13,Jrue Holiday,88
14,Kevin Love,88
15,Deron Williams,88
16,Tony Parker,87
17,Tim Duncan,87
18,LaMarcus Aldridge,86
19,Rudy Gay,86
20,Manu Ginobili,86
21,Blake Griffin,86
22,Josh Smith,86
23,Andrew Bynum,86
24,Marc Gasol,85
25,Serge Ibaka,85
26,Ty Lawson,85
27,John Wall,85
28,Chris Bosh,84
29,Kevin Garnett,84
30,Eric Gordon,84
31,Al Horford,84
32,Andre Iguodala,84
33,Al Jefferson,84
34,David Lee,84
35,Dirk Nowitzki,84
36,Mike Conley,83
37,Luol Deng,83
38,Monta Ellis,83
39,Paul George,83
40,Brandon Jennings,83
41,Joe Johnson,83
42,Paul Millsap,83
43,Joakim Noah,83
44,Zach Randolph,83
45,Kemba Walker,83
46,DeMarcus Cousins,82
47,Damian Lillard,82
48,Kyle Lowry,82
49,Paul Pierce,82
50,Iman Shumpert,82
51,JR Smith,82
52,Evan Turner,82
53,OJ Mayo,82
54,Amare Stoudemire,82
55,Eric Bledsoe,81
56,Pau Gasol,81
57,Marcin Gortat,81
58,Brook Lopez,81
59,Greg Monroe,81
60,David West,81
61,Nate Robinson,81
62,Chauncey Billups,81
63,Kevin Martin,81
64,Vince Carter,80
65,Wilson Chandler,80
66,Tyreke Evans,80
67,Kenneth Faried,80
68,Kawhi Leonard,80
69,Steve Nash,80
70,Danny Granger,80
71,Caron Butler,80
72,Nicolas Batum,79
73,Andrew Bogut,79
74,Avery Bradley,79
75,Jamal Crawford,79
76,Anthony Davis,79
77,Raymond Felton,79
78,Jeff Green,79
79,Roy Hibbert,79
80,Nenê,79
81,Jarrett Jack,79
82,Luis Scola,79
83,Ray Allen,79
84,Shawn Marion,79
85,Stephen Jackson,79
86,Larry Sanders,79
87,Goran Dragic,78
88,Chandler Parsons,78
89,Nikola Pekovic,78
90,Ricky Rubio,78
91,Rodney Stuckey,78
92,Louis Williams,78
93,Maurice Williams,78
94,Elton Brand,78
95,Tyson Chandler,77
96,DeMar DeRozan,77
97,Danilo Gallinari,77
98,Michael Kidd-Gilchrist,77
99,Wesley Matthews,77
100,Jason Terry,77
101,Emeka Okafor,77
102,Andrei Kirilenko,77
103,Carlos Boozer,77
104,JJ Hickson,77
105,Arron Afflalo,76
106,Trevor Ariza,76
107,Michael Beasley,76
108,Anthony Bennett,76
109,Aaron Brooks,76
110,Jimmy Butler,76
111,Darren Collison,76
112,Taj Gibson,76
113,Devin Harris,76
114,Brandon Knight,76
115,Jameer Nelson,76
116,Anderson Varejao,76
117,Victor Oladipo,76
118,Ben Gordon,76
119,Andre Miller,76
120,Jordan Crawford,76
121,Carl Landry,76
122,Antawn Jamison,76
123,Tony Allen,75
124,Harrison Barnes,75
125,Bradley Beal,75
126,Jose Calderon,75
127,Derrick Favors,75
128,Tobias Harris,75
129,George Hill,75
130,Kris Humphries,75
131,Ersan Ilyasova,75
132,Jeremy Lin,75
133,JaVale McGee,75
134,Patrick Patterson,75
135,Jeff Teague,75
136,Isaiah Thomas,75
137,Klay Thompson,75
138,Marcus Thornton,75
139,Dion Waiters,75
140,Mario Chalmers,75
141,Glen Davis,75
142,Thomas Robinson,75
143,Chris Kaman,75
144,DeAndre Jordan,74
145,Courtney Lee,74
146,Otto Porter,74
147,Ramon Sessions,74
148,Lance Stephenson,74
149,Thaddeus Young,74
150,Kirk Hinrich,74
151,Shannon Brown,74
152,Richard Hamilton,74
153,Metta World Peace,74
154,Gerald Wallace,74
155,Tayshaun Prince,74
156,Landry Fields,74
157,Andray Blatche,74
158,Samuel Dalembert,74
159,Corey Maggette,74
160,Matt Barnes,73
161,Patrick Beverley,73
162,Corey Brewer,73
163,Trey Burke,73
164,Moe Harkless,73
165,Greivis Vasquez,73
166,Nikola Vucevic,73
167,Jason Richardson,73
168,Toney Douglas,73
169,Ronnie Brewer,73
170,Kenyon Martin,73
171,Shane Battier,73
172,Al-Farouq Aminu,72
173,Darrell Arthur,72
174,DJ Augustin,72
175,Brandon Bass,72
176,Alec Burks,72
177,Andre Drummond,72
178,Jared Dudley,72
179,Randy Foye,72
180,Danny Green,72
181,Gerald Henderson,72
182,CJ McCollum,72
183,Ben McLemore,72
184,Nerlens Noel,72
185,JJ Redick,72
186,Jared Sullinger,72
187,Tristan Thompson,72
188,Jermaine O'Neal,72
189,Dorell Wright,72
190,John Salmons,72
191,Hidayet Turkoglu,72
192,Tyler Hansbrough,72
193,Al Harrington,72
194,Lamar Odom,72
195,Leandro Barbosa,71
196,Dwight Buycks,71
197,Ed Davis,71
198,Spencer Hawes,71
199,Richard Jefferson,71
200,Jeremy Lamb,71
201,Ian Mahinmi,71
202,Luc Mbah a Moute,71
203,Mike Miller,71
204,Austin Rivers,71
205,Brandon Rush,71
206,Ishmael Smith,71
207,Nick Young,71
208,MarShon Brooks,71
209,Will Bynum,71
210,Orlando Johnson,71
211,Quentin Richardson,71
212,Anthony Randolph,71
213,Marcus Camby,71
214,Alan Anderson,70
215,Omer Asik,70
216,Jerryd Bayless,70
217,Kent Bazemore,70
218,Kentavious Caldwell-Pope,70
219,Alonzo Gee,70
220,Udonis Haslem,70
221,Jordan Hill,70
222,Amir Johnson,70
223,Terrence Ross,70
224,Shane Larkin,70
225,Luke Ridnour,70
226,Alexey Shved,70
227,Jordan Hamilton,70
228,Earl Clark,70
229,Damion James,70
230,Jason Maxiell,70
231,Andrea Bargnani,70
232,Greg Oden,70
233,Kendrick Perkins,70
234,Ryan Anderson,69
235,Jose Juan Barea,69
236,Isaiah Canaan,69
237,Gerald Green,69
238,Tim Hardaway Jr,69
239,Robin Lopez,69
240,Jodie Meeks,69
241,Patrick Mills,69
242,Markieff Morris,69
243,Andrew Nicholson,69
244,Thabo Sefolosha,69
245,Marreese Speights,69
246,Tiago Splitter,69
247,Derrick Williams,69
248,Jordan Farmar,69
249,Steve Blake,69
250,Jamaal Tinsley,69
251,Derek Fisher,69
252,Willie Green,69
253,Roger Mason,69
254,Xavier Henry,69
255,Darius Johnson-Odom,69
256,Ricky Ledo,69
257,Carlos Delfino,69
258,Chase Budinger,69
259,Chris Douglas-Roberts,69
260,DeJuan Blair,69
261,Drew Gooden,69
262,Kevin Seraphin,69
263,Chuck Hayes,69
264,Mike Dunleavy,68
265,Archie Goodwin,68
266,Gordon Hayward,68
267,CJ Miles,68
268,Marcus Morris,68
269,Dennis Schroeder,68
270,Beno Udrih,68
271,Jonas Valanciunas,68
272,CJ Watson,68
273,Brandan Wright,68
274,Cody Zeller,68
275,Tony Wroten,68
276,Chris Duhon,68
277,Nate Wolters,68
278,Keith Bogans,68
279,Carrick Felix,68
280,Martell Webster,68
281,Francisco Garcia,68
282,Josh Childress,68
283,Jason Thompson,68
284,Charlie Villanueva,68
285,BJ Mullens,68
286,Phil Pressey,68
287,Trevor Booker,67
288,Jae Crowder,67
289,Troy Daniels,67
290,Channing Frye,67
291,Reggie Jackson,67
292,Ekpe Udoh,67
293,James Anderson,67
294,Eric Maynor,67
295,Diante Garrett,67
296,Earl Watson,67
297,Norris Cole,67
298,Jared Cunningham,67
299,Gary Neal,67
300,Reggie Evans,67
301,Rashard Lewis,67
302,Tyrus Thomas,67
303,Chris Singleton,67
304,Travis Outlaw,67
305,Louis Amundson,67
306,Malcolm Lee,67
307,Sam Young,67
308,Chris Andersen,66
309,Evan Fournier,66
310,Jonas Jerebko,66
311,James Johnson,66
312,Wesley Johnson,66
313,Ray McCallum,66
314,Anthony Morrow,66
315,Elliot Williams,66
316,Marvin Williams,66
317,Matthew Dellavedova,66
318,Jimmer Fredette,66
319,Darius Morris,66
320,Marquis Teague,66
321,Peyton Siva,66
322,Royce White,66
