,name,rating
0,Dwyane Wade,97
1,Kobe Bryant,97
2,LeBron James,97
3,Chris Paul,95
4,Carmelo Anthony,93
5,Deron Williams,92
6,Kevin Durant,91
7,Tim Duncan,90
8,Pau Gasol,89
9,Brandon Roy,88
10,Joe Johnson,88
11,Dwight Howard,88
12,Rajon Rondo,87
13,Manu Ginobili,87
14,Chris Bosh,87
15,Amare Stoudemire,86
16,Derrick Rose,85
17,Steve Nash,85
18,Andre Iguodala,85
19,Carlos Boozer,85
20,Monta Ellis,84
21,Stephen Jackson,84
22,Gerald Wallace,84
23,Jason Kidd,83
24,Chauncey Billups,83
25,Gilbert Arenas,83
26,Paul Pierce,83
27,Danny Granger,83
28,Josh Smith,83
29,David Lee,83
30,Dirk Nowitzki,83
31,Yao Ming,83
32,Tyreke Evans,82
33,Andrew Bogut,82
34,John Wall,81
35,Russell Westbrook,81
36,Vince Carter,81
37,Rudy Gay,81
38,Caron Butler,81
39,Brook Lopez,81
40,Stephen Curry,80
41,Aaron Brooks,80
42,Darren Collison,80
43,Kevin Martin,80
44,OJ Mayo,80
45,Zach Randolph,80
46,Kevin Garnett,80
47,Al Jefferson,80
48,Baron Davis,79
49,Ray Allen,79
50,Trevor Ariza,79
51,Lamar Odom,79
52,Devin Harris,78
53,Tony Parker,78
54,Jason Terry,78
55,Shawn Marion,78
56,Corey Maggette,78
57,Antawn Jamison,78
58,Luis Scola,78
59,Al Horford,78
60,Chris Kaman,78
61,Marcus Camby,78
62,Richard Hamilton,77
63,Grant Hill,77
64,Josh Childress,77
65,Luol Deng,77
66,Kenyon Martin,77
67,LaMarcus Aldridge,77
68,Jeff Green,77
69,Andrew Bynum,77
70,Marc Gasol,77
71,Emeka Okafor,77
72,Shaquille O'Neal,77
73,Andre Miller,76
74,Maurice Williams,76
75,Nate Robinson,76
76,Evan Turner,76
77,Ben Gordon,76
78,Jamal Crawford,76
79,George Hill,76
80,Terrence Williams,76
81,Tayshaun Prince,76
82,Shane Battier,76
83,Rashard Lewis,76
84,Blake Griffin,76
85,Kyle Lowry,75
86,Ty Lawson,75
87,Jameer Nelson,75
88,Brandon Jennings,75
89,Leandro Barbosa,75
90,Carl Landry,75
91,David West,75
92,Greg Oden,75
93,Nenê,75
94,Mehmet Okur,75
95,Rodney Stuckey,74
96,Jonny Flynn,74
97,Kirk Hinrich,74
98,Dahntay Jones,74
99,Eric Gordon,74
100,John Salmons,74
101,Richard Jefferson,74
102,Wilson Chandler,74
103,Andrei Kirilenko,74
104,Al Harrington,74
105,Paul Millsap,74
106,Michael Beasley,74
107,Kevin Love,74
108,Ben Wallace,74
109,Andrea Bargnani,74
110,Jermaine O'Neal,74
111,Raymond Felton,73
112,Louis Williams,73
113,Shannon Brown,73
114,Tracy McGrady,73
115,Michael Redd,73
116,Jason Richardson,73
117,Matt Barnes,73
118,Wesley Johnson,73
119,Derrick Favors,73
120,Elton Brand,73
121,Joakim Noah,73
122,Mike Conley,73
123,Hidayet Turkoglu,73
124,TJ Ford,72
125,Luke Ridnour,72
126,Mike Bibby,72
127,Mike Miller,72
128,Danilo Gallinari,72
129,Mickael Pietrus,72
130,Patrick Patterson,72
131,Marreese Speights,72
132,Andray Blatche,72
133,Troy Murphy,72
134,Kendrick Perkins,72
135,Will Bynum,71
136,Delonte West,71
137,Kelenna Azubuike,71
138,JR Smith,71
139,Jared Dudley,71
140,Josh Howard,71
141,Paul George,71
142,Brandon Bass,71
143,Thaddeus Young,71
144,Udonis Haslem,71
145,Charlie Villanueva,71
146,Jason Maxiell,71
147,Luc Mbah a Moute,71
148,Jason Thompson,71
149,Tyrus Thomas,71
150,Roy Hibbert,71
151,Brendan Haywood,71
152,Toney Douglas,70
153,Jrue Holiday,70
154,Jason Williams,70
155,Randy Foye,70
156,Anthony Parker,70
157,Raja Bell,70
158,Corey Brewer,70
159,James Posey,70
160,Damion James,70
161,Chase Budinger,70
162,Quentin Richardson,70
163,Boris Diaw,70
164,Anthony Randolph,70
165,Zydrunas Ilgauskas,70
166,Samuel Dalembert,70
167,DeMarcus Cousins,70
168,Chris Duhon,69
169,Ramon Sessions,69
170,Keyon Dooling,69
171,Mario Chalmers,69
172,DJ Augustin,69
173,Jarrett Jack,69
174,Rodrigue Beaubois,69
175,Jose Juan Barea,69
176,Derek Fisher,69
177,Ronnie Brewer,69
178,Willie Green,69
179,Marcus Thornton,69
180,Nicolas Batum,69
181,Travis Outlaw,69
182,Martell Webster,69
183,Jordan Hill,69
184,DeJuan Blair,69
185,Taj Gibson,69
186,Andris Biedrins,69
187,Marcin Gortat,69
188,Steve Blake,68
189,CJ Watson,68
190,Goran Dragic,68
191,DeShawn Stevenson,68
192,Alonzo Gee,68
193,Rudy Fernandez,68
194,Roger Mason,68
195,Courtney Lee,68
196,Carlos Delfino,68
197,Andres Nocioni,68
198,Joey Graham,68
199,Al Thornton,68
200,Al-Farouq Aminu,68
201,Kurt Thomas,68
202,Tyler Hansbrough,68
203,Chuck Hayes,68
204,Antonio McDyess,68
205,Anderson Varejao,68
206,Ekpe Udoh,68
207,Avery Bradley,67
208,Jordan Farmar,67
209,Gerald Henderson,67
210,Reggie Williams,67
211,Derrick Brown,67
212,Maurice Evans,67
213,Ed Davis,67
214,Yi Jianlian,67
215,Joel Przybilla,67
216,Greg Monroe,67
217,Jerryd Bayless,66
218,Patrick Mills,66
219,Beno Udrih,66
220,Marco Belinelli,66
221,Sasha Vujacic,66
222,Francisco Garcia,66
223,James Anderson,66
224,Dominique Jones,66
225,Charlie Bell,66
226,Wesley Matthews,66
227,Tony Allen,66
