,name,rating
0,Giannis Antetokounmpo,96
1,LeBron James,96
2,Kevin Durant,96
3,Stephen Curry,96
4,Kawhi Leonard,95
5,Joel Embiid,95
6,Nikola Jokic,95
7,James Harden,94
8,Damian Lillard,94
9,Luka Doncic,94
10,Anthony Davis,93
11,Kyrie Irving,91
12,Jimmy Butler,91
13,Chris Paul,90
14,Devin Booker,90
15,Jayson Tatum,90
16,Bradley Beal,89
17,Trae Young,89
18,Zion Williamson,89
19,Paul George,88
20,Donovan Mitchell,88
21,Rudy Gobert,88
22,Khris Middleton,88
23,Karl-Anthony Towns,87
24,Klay Thompson,87
25,Zach LaVine,87
26,Julius Randle,87
27,Russell Westbrook,86
28,Bam Adebayo,86
29,Domantas Sabonis,86
30,Deandre Ayton,86
31,Jaylen Brown,86
32,Shai Gilgeous-Alexander,86
33,Clint Capela,86
34,DeMar DeRozan,85
35,Nikola Vucevic,85
36,De'Aaron Fox,85
37,Ja Morant,85
38,Jamal Murray,85
39,CJ McCollum,85
40,Tobias Harris,85
41,Jrue Holiday,85
42,Ben Simmons,84
43,Kristaps Porzingis,84
44,Brandon Ingram,84
45,John Collins,84
46,Michael Porter,84
47,LaMelo Ball,84
48,Pascal Siakam,83
49,Kyle Lowry,83
50,Kemba Walker,83
51,D'Angelo Russell,83
52,Gordon Hayward,83
53,Jaren Jackson Jr,83
54,John Wall,83
55,Derrick Rose,83
56,Jonas Valanciunas,83
57,Christian Wood,83
58,Mike Conley,83
59,RJ Barrett,83
60,Fred VanVleet,82
61,TJ Warren,82
62,Caris LeVert,82
63,Malcolm Brogdon,82
64,Spencer Dinwiddie,82
65,Jarrett Allen,82
66,Collin Sexton,82
67,Dejounte Murray,82
68,Terry Rozier,82
69,Jerami Grant,82
70,Lonzo Ball,82
71,Mikal Bridges,82
72,Darius Garland,82
73,Jusuf Nurkic,81
74,Tyrese Haliburton,81
75,Anthony Edwards,81
76,Andrew Wiggins,80
77,Jonathan Isaac,80
78,Victor Oladipo,80
79,Mitchell Robinson,80
80,Bogdan Bogdanovic,80
81,Draymond Green,80
82,Wendell Carter,80
83,Joe Ingles,80
84,Malik Beasley,80
85,Norman Powell,80
86,Keldon Johnson,80
87,Reggie Jackson,80
88,De'Andre Hunter,80
89,Cade Cunningham,80
90,Andre Drummond,79
91,LaMarcus Aldridge,79
92,Danilo Gallinari,79
93,Brook Lopez,79
94,Steven Adams,79
95,Buddy Hield,79
96,Al Horford,79
97,Dennis Schroeder,79
98,Evan Fournier,79
99,Lauri Markkanen,79
100,Marcus Smart,79
101,Serge Ibaka,79
102,Myles Turner,79
103,OG Anunoby,79
104,Thomas Bryant,79
105,Jordan Clarkson,79
106,Richaun Holmes,79
107,Tim Hardaway Jr,79
108,Tyler Herro,79
109,Bobby Portis,79
110,Chris Boucher,79
111,Donte DiVincenzo,79
112,Joe Harris,79
113,Mason Plumlee,79
114,Enes Kanter,79
115,Thaddeus Young,79
116,Kyle Anderson,79
117,Robert Williams,79
118,Jalen Green,79
119,Blake Griffin,78
120,Hassan Whiteside,78
121,Kevin Love,78
122,Marvin Bagley,78
123,Aaron Gordon,78
124,Derrick White,78
125,Devonte Graham,78
126,Goran Dragic,78
127,Ricky Rubio,78
128,Robert Covington,78
129,Rudy Gay,78
130,Rui Hachimura,78
131,Carmelo Anthony,78
132,Cody Zeller,78
133,Duncan Robinson,78
134,Dwight Howard,78
135,Eric Gordon,78
136,Harrison Barnes,78
137,Ivica Zubac,78
138,Marcus Morris,78
139,Terrence Ross,78
140,Coby White,78
141,Dillon Brooks,78
142,Jalen Brunson,78
143,Jeremy Lamb,78
144,Miles Bridges,78
145,Monte Morris,78
146,PJ Washington,78
147,Kelly Olynyk,78
148,Nerlens Noel,78
149,Kendrick Nunn,78
150,Daniel Gafford,78
151,TJ McConnell,78
152,Luguentz Dort,78
153,Evan Mobley,78
154,Isaiah Stewart,78
155,Saddiq Bey,78
156,Immanuel Quickley,78
157,Paul Millsap,78
158,Montrezl Harrell,77
159,Bojan Bogdanovic,77
160,Kelly Oubre,77
161,Brandon Clarke,77
162,Larry Nance Jr,77
163,Tristan Thompson,77
164,Will Barton,77
165,Otto Porter,77
166,Seth Curry,77
167,Alec Burks,77
168,Derrick Favors,77
169,Gary Trent Jr,77
170,Jae Crowder,77
171,Markelle Fultz,77
172,Patrick Mills,77
173,Cameron Johnson,77
174,Dario Saric,77
175,Jakob Poeltl,77
176,Kyle Kuzma,77
177,Danny Green,77
178,Josh Hart,77
179,Kevin Huerter,77
180,Kevin Porter,77
181,Bruce Brown,77
182,Nicolas Batum,77
183,Terance Mann,77
184,Hamidou Diallo,77
185,Moses Brown,77
186,Jalen Suggs,77
187,Jae'Sean Tate,77
188,James Wiseman,77
189,Cole Anthony,77
190,Facundo Campazzo,77
191,Eric Bledsoe,76
192,Louis Williams,76
193,Josh Richardson,76
194,Daniel Theis,76
195,Davis Bertans,76
196,Eric Paschall,76
197,JaVale McGee,76
198,Patrick Beverley,76
199,Taj Gibson,76
200,Alex Len,76
201,Dorian Finney-Smith,76
202,Doug McDermott,76
203,Jaxson Hayes,76
204,Jeff Green,76
205,Maxi Kleber,76
206,Mo Bamba,76
207,Rajon Rondo,76
208,Delon Wright,76
209,Frank Kaminsky,76
210,Malik Monk,76
211,Shake Milton,76
212,Alex Caruso,76
213,Cameron Payne,76
214,Royce O'Neale,76
215,Torrey Craig,76
216,Cam Reddish,76
217,David Nwaba,76
218,Nicolas Claxton,76
219,Robin Lopez,76
220,JaMychal Green,76
221,Jordan Poole,76
222,Khem Birch,76
223,Naz Reid,76
224,Talen Horton-Tucker,76
225,Oshae Brissett,76
226,Scottie Barnes,76
227,Tyrese Maxey,76
228,Payton Pritchard,76
229,Desmond Bane,76
230,Xavier Tillman,76
231,Obi Toppin,76
232,Davion Mitchell,76
233,KJ Martin,76
234,DeAndre Jordan,76
235,Luke Kennard,75
236,Nemanja Bjelica,75
237,George Hill,75
238,Marc Gasol,75
239,Willie Cauley-Stein,75
240,Dwight Powell,75
241,Kris Dunn,75
242,Tomas Satoransky,75
243,Trey Burke,75
244,Tyus Jones,75
245,De'Anthony Melton,75
246,Furkan Korkmaz,75
247,Matisse Thybulle,75
248,Willy Hernangomez,75
249,Bryn Forbes,75
250,Juan Hernangomez,75
251,Cory Joseph,75
252,Darius Bazley,75
253,Josh Jackson,75
254,Lonnie Walker,75
255,Raul Neto,75
256,Anfernee Simons,75
257,Grayson Allen,75
258,Tony Snell,75
259,Wayne Ellington,75
260,Abdel Nader,75
261,Edmond Sumner,75
262,Nickeil Alexander-Walker,75
